epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1285.64,1.23915,1.15093,1.43559,0.7661,0.62222,0.72633,0.37624,1.35577,1.85242,1.49779,0.000953,0.000953,0.000953
26,1335.9,1.2267,1.16508,1.40803,0.82825,0.90013,0.92402,0.56974,1.19957,1.06291,1.39413,0.000940625,0.000940625,0.000940625
27,1386.01,1.27294,1.161,1.44202,0.82433,0.66409,0.83964,0.52605,1.24364,1.31053,1.38659,0.00092825,0.00092825,0.00092825
28,1434.69,1.23371,1.17804,1.4253,0.90531,0.9365,0.9649,0.48214,1.54379,1.17832,1.56813,0.000915875,0.000915875,0.000915875
29,1483.61,1.25337,1.16831,1.4376,0.80352,0.70602,0.80308,0.24793,2.14413,1.55525,1.9635,0.0009035,0.0009035,0.0009035
30,1532.92,1.26027,1.15199,1.42297,0.74185,0.79047,0.85379,0.42548,1.58552,1.36525,1.53446,0.000891125,0.000891125,0.000891125
31,1581.88,1.23549,1.13117,1.41571,0.11684,0.41467,0.1251,0.06795,1.98397,3.9626,2.32262,0.00087875,0.00087875,0.00087875
32,1631.03,1.20983,1.08356,1.39038,0.58476,0.51515,0.56403,0.23088,1.96198,2.02387,1.89578,0.000866375,0.000866375,0.000866375
33,1680.65,1.21756,1.09341,1.40459,0.85851,0.86848,0.93768,0.44708,1.65513,1.16217,1.58231,0.000854,0.000854,0.000854
34,1731.34,1.24388,1.11,1.43333,0.87035,0.88976,0.95161,0.45097,1.67095,1.18375,1.52351,0.000841625,0.000841625,0.000841625
35,1780.83,1.20613,1.10478,1.3889,0.87051,0.90916,0.94873,0.66843,1.05149,0.83915,1.2281,0.00082925,0.00082925,0.00082925
36,1831.02,1.23854,1.12803,1.43407,0.88803,0.94928,0.97663,0.62607,1.25674,0.86734,1.32586,0.000816875,0.000816875,0.000816875
37,1880.21,1.23787,1.10431,1.4152,0.88883,0.91863,0.95231,0.62051,1.18597,0.92985,1.27453,0.0008045,0.0008045,0.0008045
38,1930.8,1.21048,1.10783,1.40789,0.8642,0.75783,0.91661,0.5201,1.37663,1.21661,1.34337,0.000792125,0.000792125,0.000792125
39,1981.69,1.18594,1.07963,1.38069,0.8636,0.86806,0.95098,0.48747,1.54935,1.09485,1.44006,0.00077975,0.00077975,0.00077975
40,2032.53,1.19022,1.10236,1.38231,0.94917,0.91816,0.96776,0.54881,1.43517,0.91257,1.34717,0.000767375,0.000767375,0.000767375
41,2082.96,1.18408,1.04359,1.38051,0.91925,0.93529,0.96157,0.55463,1.39185,0.90083,1.35913,0.000755,0.000755,0.000755
42,2133.15,1.19743,1.04629,1.39433,0.89404,0.87839,0.94705,0.6384,1.10718,0.87007,1.21484,0.000742625,0.000742625,0.000742625
43,2188.39,1.17901,1.05668,1.3796,0.00215,0.2298,0.001,0.0002,3.40596,4.09253,3.65972,0.00073025,0.00073025,0.00073025
44,2239.57,1.16736,1.02669,1.36148,0.87844,0.91743,0.95018,0.70113,0.91518,0.79616,1.11185,0.000717875,0.000717875,0.000717875
45,2291.19,1.15135,0.9914,1.36693,0.92663,0.90912,0.96327,0.54643,1.44994,0.848,1.35294,0.0007055,0.0007055,0.0007055
46,2342,1.21241,1.01483,1.38628,0.89157,0.93542,0.9609,0.71057,0.86963,0.69966,1.08574,0.000693125,0.000693125,0.000693125
47,2393.42,1.15418,0.99246,1.35383,0.93175,0.95681,0.97981,0.59919,1.36367,0.76563,1.28752,0.00068075,0.00068075,0.00068075
48,2445.48,1.142,1.01247,1.34239,0.90089,0.88184,0.94927,0.57205,1.31279,0.84929,1.28373,0.000668375,0.000668375,0.000668375
49,2496.2,1.14158,0.9636,1.35497,0.88715,0.9358,0.95975,0.72433,0.90478,0.70573,1.08923,0.000656,0.000656,0.000656
50,2549.42,1.11479,0.97444,1.33375,0.67045,0.00673,0.00034,5e-05,3.64583,4.32809,3.86787,0.000643625,0.000643625,0.000643625
51,2601.3,1.13925,0.99114,1.36304,0.67322,0.00673,0.00347,0.00088,3.28389,4.28381,3.64371,0.00063125,0.00063125,0.00063125
52,2653.11,1.13757,0.98728,1.35693,0.94911,0.97391,0.97701,0.72057,0.97617,0.61701,1.09786,0.000618875,0.000618875,0.000618875
53,2705.33,1.10089,0.94855,1.32513,0.00468,0.4638,0.00319,0.00075,2.9185,4.12069,3.39416,0.0006065,0.0006065,0.0006065
54,2757.43,1.11297,0.94972,1.33668,0.96885,0.95969,0.98549,0.64394,1.28423,0.65552,1.22641,0.000594125,0.000594125,0.000594125
55,2807.78,1.10212,0.909,1.31484,0.95631,0.9793,0.98422,0.72328,1.01254,0.60398,1.10217,0.00058175,0.00058175,0.00058175
56,2858.54,1.06668,0.91386,1.29654,0.93118,0.95051,0.98209,0.76357,0.84186,0.58551,1.02608,0.000569375,0.000569375,0.000569375
57,2909.68,1.11273,0.92273,1.31695,0.89152,0.92014,0.96109,0.80303,0.68923,0.61134,0.97624,0.000557,0.000557,0.000557
58,2962.44,1.08092,0.90014,1.30436,0.00758,0.04766,0.00188,0.0005,3.54176,4.44423,3.97506,0.000544625,0.000544625,0.000544625
59,3013.49,1.08462,0.94533,1.31783,0.88426,0.90712,0.95948,0.76714,0.79636,0.66026,0.99938,0.00053225,0.00053225,0.00053225
60,3065.26,1.08965,0.89073,1.31349,0.96845,0.95015,0.98326,0.57074,1.57328,0.66229,1.37321,0.000519875,0.000519875,0.000519875
61,3116.9,1.08961,0.9156,1.32905,0.95981,0.95387,0.98526,0.79342,0.80015,0.54399,0.99341,0.0005075,0.0005075,0.0005075
62,3168.81,1.12193,0.89408,1.33362,0.9471,0.99306,0.98995,0.62313,1.4117,0.60911,1.2555,0.000495125,0.000495125,0.000495125
63,3220.25,1.09616,0.90803,1.33397,0.00311,0.04724,0.003,0.00032,3.42509,4.51813,3.77933,0.00048275,0.00048275,0.00048275
64,3270.71,1.10528,0.93955,1.3326,0.95385,0.96875,0.98991,0.56926,1.56196,0.61092,1.35391,0.000470375,0.000470375,0.000470375
65,3320.67,1.07984,0.88993,1.32257,0.73709,0.74234,0.81769,0.34368,2.08976,1.32769,1.71252,0.000458,0.000458,0.000458
66,3370.53,1.04288,0.87831,1.28411,0.96595,0.94761,0.9874,0.76081,0.88144,0.55773,1.03157,0.000445625,0.000445625,0.000445625
67,3419.41,1.09812,0.91839,1.32377,0.00086,0.0101,0.00011,2e-05,3.27873,4.57907,3.7205,0.00043325,0.00043325,0.00043325
68,3469.99,1.06178,0.88874,1.30613,0.81166,0.96914,0.96577,0.66354,1.19326,0.70835,1.16508,0.000420875,0.000420875,0.000420875
69,3520.85,1.07683,0.86304,1.31546,0.98959,0.97825,0.9932,0.60491,1.48082,0.58055,1.32056,0.0004085,0.0004085,0.0004085
70,3571.45,1.06534,0.84865,1.30555,0.9687,0.97627,0.9906,0.79382,0.81021,0.48371,0.98678,0.000396125,0.000396125,0.000396125
71,3622.44,1.08916,0.86911,1.32196,0.90697,0.87319,0.91883,0.50319,1.70812,0.83987,1.46795,0.00038375,0.00038375,0.00038375
72,3673.73,1.05584,0.85936,1.28876,0.98212,0.98264,0.99217,0.78371,0.85469,0.45414,1.00184,0.000371375,0.000371375,0.000371375
73,3725.03,1.03115,0.84639,1.28224,0.96677,0.95833,0.98949,0.85105,0.63761,0.44285,0.93421,0.000359,0.000359,0.000359
74,3775.81,1.03405,0.82521,1.28528,0.49917,0.53642,0.48218,0.21158,2.39319,1.77528,2.2073,0.000346625,0.000346625,0.000346625
75,3826.97,1.03698,0.8413,1.27478,0.98423,0.98958,0.99265,0.70802,1.12489,0.47315,1.11923,0.00033425,0.00033425,0.00033425
76,3880.99,1.03461,0.84664,1.28443,0.98671,0.98264,0.99143,0.77234,0.89343,0.44008,1.01607,0.000321875,0.000321875,0.000321875
77,3934.45,1.02071,0.82212,1.28127,0.97618,0.98918,0.99306,0.84321,0.66386,0.41315,0.93473,0.0003095,0.0003095,0.0003095
78,3985.05,1.02658,0.7988,1.28138,0.99574,0.98264,0.99439,0.65489,1.31892,0.54117,1.22331,0.000297125,0.000297125,0.000297125
79,4035.81,1.06376,0.87331,1.30494,0.95501,0.95264,0.98429,0.75833,0.88983,0.48125,1.02075,0.00028475,0.00028475,0.00028475
80,4086.16,1.05466,0.84981,1.30517,0.97813,0.97917,0.99358,0.76645,0.9028,0.47901,1.02303,0.000272375,0.000272375,0.000272375
81,4139.22,1.04866,0.88271,1.30211,0.97992,0.97468,0.99396,0.79965,0.79018,0.46102,0.98039,0.00026,0.00026,0.00026
82,4192.91,1.01398,0.81814,1.26805,0.97923,0.99583,0.99415,0.75574,0.97572,0.44518,1.04101,0.000247625,0.000247625,0.000247625
83,4246.23,1.02005,0.8269,1.27979,0.95152,0.97132,0.97991,0.81734,0.69757,0.42154,0.93569,0.00023525,0.00023525,0.00023525
84,4298.54,1.02601,0.81594,1.27051,0.97027,0.98464,0.9889,0.73704,1.0029,0.45112,1.05313,0.000222875,0.000222875,0.000222875
85,4353.72,1.01152,0.82369,1.26238,0.97181,0.98267,0.99019,0.82625,0.6934,0.40114,0.93663,0.0002105,0.0002105,0.0002105
86,4407.89,1.03492,0.83441,1.29923,0.94668,0.95861,0.99016,0.7842,0.8466,0.46125,0.98623,0.000198125,0.000198125,0.000198125
87,4460.21,1.00749,0.80773,1.26322,0.94914,0.96015,0.98834,0.85156,0.62344,0.42071,0.91417,0.00018575,0.00018575,0.00018575
88,4513.98,1.00908,0.7734,1.25622,0.96826,0.99616,0.99351,0.75267,0.99417,0.43075,1.04334,0.000173375,0.000173375,0.000173375
89,4566.84,1.03334,0.81464,1.28057,0.96969,0.98565,0.98927,0.65935,1.26344,0.50567,1.17567,0.000161,0.000161,0.000161
90,4618.15,1.01678,0.8134,1.27964,0.98231,0.99091,0.99393,0.74476,1.03663,0.43375,1.0691,0.000148625,0.000148625,0.000148625
91,4669.3,0.81108,0.51794,1.13616,0.9709,0.96741,0.991,0.68577,1.22473,0.54355,1.1617,0.00013625,0.00013625,0.00013625
92,4721.04,0.80037,0.51134,1.13456,0.97915,0.96675,0.99061,0.78236,0.86636,0.49549,1.00066,0.000123875,0.000123875,0.000123875
93,4770.75,0.8013,0.49859,1.13638,0.98881,0.99298,0.99421,0.78503,0.87975,0.42438,1.00832,0.0001115,0.0001115,0.0001115
94,4820.64,0.76318,0.44738,1.09995,0.98433,0.99186,0.99394,0.81854,0.75081,0.39511,0.95923,9.9125e-05,9.9125e-05,9.9125e-05
95,4870.17,0.76424,0.4654,1.1037,0.96739,0.97569,0.99003,0.81119,0.75547,0.41402,0.96089,8.675e-05,8.675e-05,8.675e-05
96,4922.32,0.74754,0.44454,1.10286,0.97113,0.98206,0.98954,0.79699,0.80026,0.41588,0.97875,7.4375e-05,7.4375e-05,7.4375e-05
97,4974.91,0.73669,0.42531,1.0891,0.97511,0.98417,0.99126,0.83273,0.68888,0.3879,0.93762,6.2e-05,6.2e-05,6.2e-05
98,5026,0.74777,0.44113,1.11828,0.97725,0.99306,0.99415,0.80943,0.76076,0.39248,0.96233,4.9625e-05,4.9625e-05,4.9625e-05
99,5077.34,0.73663,0.45401,1.0932,0.98084,0.99564,0.9948,0.78185,0.87826,0.40738,1.00975,3.725e-05,3.725e-05,3.725e-05
100,5128.41,0.74821,0.45944,1.11181,0.97779,0.99653,0.9948,0.80708,0.77578,0.38653,0.96805,2.4875e-05,2.4875e-05,2.4875e-05
